username,cheating,cpl_1,cpl_2,cpl_3,cpl_4,cpl_5,cpl_6,cpl_7,cpl_8,cpl_9,cpl_10,cpl_11,cpl_12,cpl_13,cpl_14,cpl_15,cpl_16,cpl_17,cpl_18,cpl_19,cpl_20
izolany,0,5.0,0.0,0.0,39.0,59.0,4.0,0.0,34.0,69.0,0.0,0.0,5.0,0.0,0.0,14.0,71.0,26.0,139.0,7.0,0.0
chessy_chames,0,3.0,0.0,6.0,12.0,0.0,5.0,52.0,0.0,0.0,0.0,13.0,28.0,0.0,0.0,0.0,13.0,29.0,117.0,39.0,42.0
cmtal1999,1,25.0,0.0,24.0,0.0,0.0,0.0,105.0,28.0,47.0,110.0,48.0,0.0,0.0,0.0,0.0,1.0,78.0,0.0,0.0,21.0
cvxbnm,1,17.0,5.0,4.0,41.0,3.0,2.0,37.0,6.0,7.0,26.0,0.0,36.0,0.0,16.0,0.0,0.0,0.0,0.0,81.0,45.0
mtguanco,1,7.0,0.0,0.0,5.0,75.0,0.0,61.0,49.0,0.0,500.0,19.0,110.0,0.0,48.0,15.0,14.0,0.0,500.0,500.0,0.0
xevan003,1,0.0,0.0,40.0,0.0,9.0,18.0,33.0,8.0,11.0,0.0,3.0,0.0,0.0,16.0,85.0,0.0,56.0,0.0,86.0,0.0
knight_c8,1,18.0,0.0,0.0,3.0,47.0,4.0,0.0,0.0,12.0,30.0,34.0,60.0,0.0,37.0,48.0,48.0,0.0,0.0,0.0,0.0
smd8,1,47.0,9.0,52.0,241.0,140.0,104.0,87.0,0.0,101.0,93.0,155.0,131.0,5.0,128.0,137.0,49.0,183.0,500.0,0.0,0.0
ludo6,0,0.0,52.0,49.0,40.0,0.0,26.0,0.0,19.0,64.0,105.0,56.0,18.0,31.0,39.0,0.0,0.0,16.0,22.0,0.0,0.0
cubanochessfire,1,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,22.0,34.0,0.0,39.0,92.0,26.0,28.0,4.0,46.0,0.0,2.0
ensnaredhag,1,0.0,16.0,14.0,15.0,65.0,423.0,2.0,82.0,4.0,2.0,414.0,345.0,355.0,143.0,117.0,20.0,10.0,0.0,15.0,0.0
bishopbrn,0,57.0,21.0,28.0,2.0,49.0,9.0,35.0,45.0,0.0,4.0,175.0,20.0,0.0,62.0,1.0,0.0,52.0,7.0,0.0,12.0
error07,0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,6.0,267.0,25.0,12.0,276.0,500.0,56.0,0.0,381.0,335.0,7.0,48.0,76.0
polvasen,0,1.0,0.0,1.0,0.0,155.0,0.0,5.0,3.0,0.0,1.0,57.0,60.0,0.0,4.0,4.0,93.0,171.0,45.0,92.0,31.0
reda1979,1,0.0,115.0,253.0,11.0,18.0,103.0,10.0,259.0,10.0,0.0,335.0,1.0,7.0,81.0,61.0,500.0,0.0,0.0,62.0,181.0
one_pilots,1,0.0,156.0,11.0,50.0,13.0,0.0,0.0,0.0,6.0,0.0,17.0,13.0,0.0,54.0,12.0,0.0,0.0,0.0,0.0,2.0
judi678,0,2.0,55.0,70.0,67.0,0.0,18.0,33.0,0.0,35.0,0.0,4.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,57.0,119.0
jantonio342,1,0.0,0.0,34.0,75.0,104.0,13.0,32.0,16.0,0.0,54.0,0.0,4.0,0.0,0.0,35.0,19.0,89.0,0.0,500.0,500.0
vineethsivadasan,0,42.0,99.0,64.0,74.0,40.0,0.0,6.0,0.0,9.0,0.0,7.0,22.0,21.0,67.0,38.0,18.0,0.0,206.0,15.0,0.0
automat,0,39.0,104.0,14.0,0.0,30.0,50.0,14.0,0.0,0.0,0.0,0.0,33.0,103.0,75.0,79.0,0.0,0.0,424.0,5.0,16.0
ziet,1,29.0,0.0,4.0,0.0,19.0,0.0,7.0,0.0,45.0,0.0,29.0,0.0,0.0,14.0,28.0,30.0,7.0,18.0,7.0,12.0
michellopezabreu,0,1.0,0.0,0.0,0.0,213.0,11.0,0.0,24.0,0.0,0.0,0.0,131.0,19.0,150.0,6.0,6.0,14.0,0.0,156.0,0.0
svectacular1,0,8.0,98.0,4.0,87.0,4.0,46.0,0.0,0.0,2.0,17.0,29.0,0.0,33.0,97.0,150.0,85.0,0.0,500.0,0.0,7.0
thebrickbutcher,1,152.0,331.0,0.0,0.0,30.0,13.0,42.0,3.0,69.0,2.0,0.0,495.0,0.0,10.0,0.0,50.0,0.0,9.0,5.0,0.0
general4q,1,0.0,51.0,77.0,1.0,1.0,27.0,3.0,69.0,0.0,0.0,29.0,0.0,41.0,0.0,11.0,0.0,97.0,144.0,0.0,83.0
cuteknight,1,4.0,4.0,12.0,43.0,2.0,0.0,2.0,59.0,0.0,12.0,0.0,64.0,0.0,49.0,2.0,65.0,9.0,37.0,13.0,10.0
chuky2000,1,27.0,20.0,0.0,0.0,1.0,8.0,0.0,12.0,39.0,44.0,129.0,0.0,30.0,12.0,20.0,0.0,2.0,10.0,0.0,12.0
holystic,1,52.0,146.0,0.0,108.0,65.0,197.0,0.0,2.0,0.0,0.0,19.0,27.0,0.0,77.0,3.0,86.0,8.0,69.0,25.0,29.0
darknessiscame,0,53.0,27.0,8.0,0.0,42.0,89.0,45.0,162.0,69.0,286.0,0.0,56.0,11.0,0.0,16.0,129.0,0.0,251.0,369.0,0.0
jason13,1,0.0,0.0,4.0,0.0,0.0,3.0,17.0,0.0,4.0,0.0,10.0,32.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0
zakiev_maksim32,0,0.0,108.0,176.0,31.0,14.0,0.0,90.0,74.0,4.0,0.0,1.0,10.0,0.0,273.0,209.0,13.0,0.0,33.0,107.0,84.0
aleksss,0,32.0,95.0,43.0,289.0,300.0,500.0,0.0,6.0,11.0,0.0,322.0,175.0,0.0,14.0,0.0,16.0,0.0,0.0,0.0,353.0
lolrusrs,1,0.0,7.0,0.0,0.0,20.0,25.0,0.0,0.0,3.0,40.0,42.0,8.0,22.0,2.0,4.0,21.0,19.0,53.0,82.0,41.0
vantage,1,0.0,169.0,0.0,231.0,0.0,235.0,43.0,78.0,73.0,0.0,8.0,23.0,0.0,39.0,25.0,0.0,123.0,20.0,0.0,0.0
miladrajabi,0,74.0,207.0,25.0,8.0,2.0,0.0,1.0,57.0,53.0,0.0,0.0,12.0,0.0,17.0,20.0,0.0,0.0,32.0,14.0,0.0
mecocuk,1,16.0,0.0,78.0,0.0,5.0,4.0,0.0,42.0,128.0,27.0,2.0,22.0,0.0,0.0,34.0,63.0,3.0,28.0,0.0,0.0
scarecrowgin,0,234.0,0.0,500.0,110.0,443.0,131.0,0.0,37.0,16.0,12.0,0.0,17.0,17.0,138.0,60.0,24.0,24.0,20.0,12.0,19.0
donmuhtar,0,0.0,3.0,0.0,0.0,28.0,0.0,9.0,164.0,24.0,228.0,415.0,25.0,80.0,5.0,34.0,500.0,58.0,253.0,41.0,45.0
tonyone,0,16.0,35.0,0.0,168.0,0.0,91.0,5.0,0.0,49.0,1.0,108.0,162.0,90.0,84.0,17.0,66.0,3.0,0.0,0.0,189.0
nnnorf,1,6.0,40.0,57.0,0.0,0.0,14.0,0.0,0.0,36.0,23.0,0.0,0.0,69.0,0.0,0.0,121.0,0.0,41.0,0.0,0.0
sauwmaximo,0,275.0,70.0,51.0,53.0,59.0,74.0,135.0,16.0,107.0,15.0,0.0,0.0,16.0,12.0,83.0,63.0,12.0,72.0,98.0,76.0
narcad,0,428.0,34.0,383.0,480.0,98.0,29.0,106.0,0.0,40.0,0.0,0.0,73.0,13.0,16.0,2.0,155.0,0.0,72.0,15.0,41.0
zhu4ok69,1,0.0,14.0,1.0,30.0,0.0,60.0,25.0,0.0,73.0,0.0,58.0,1.0,0.0,105.0,8.0,66.0,0.0,0.0,11.0,60.0
cabrotis,1,0.0,27.0,0.0,25.0,0.0,0.0,20.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,16.0,0.0,0.0
sundoroclasic,0,23.0,5.0,57.0,5.0,0.0,11.0,9.0,25.0,0.0,26.0,10.0,0.0,47.0,12.0,0.0,59.0,0.0,3.0,82.0,0.0
adyali,0,72.0,67.0,32.0,3.0,8.0,100.0,12.0,36.0,376.0,25.0,62.0,49.0,43.0,22.0,130.0,500.0,105.0,0.0,114.0,60.0
lanca00,1,48.0,11.0,285.0,2.0,307.0,15.0,63.0,0.0,458.0,83.0,43.0,98.0,13.0,7.0,30.0,29.0,37.0,62.0,60.0,0.0
kurdin,1,14.0,5.0,282.0,21.0,20.0,78.0,1.0,13.0,361.0,5.0,479.0,337.0,6.0,51.0,0.0,21.0,51.0,64.0,0.0,73.0
franzjosef,0,0.0,19.0,53.0,35.0,0.0,3.0,2.0,0.0,28.0,0.0,26.0,0.0,0.0,32.0,20.0,12.0,0.0,11.0,21.0,0.0
princeofpersil,0,82.0,118.0,167.0,121.0,1.0,15.0,34.0,2.0,163.0,0.0,0.0,21.0,0.0,0.0,19.0,44.0,25.0,0.0,17.0,0.0
valon7,1,0.0,0.0,39.0,148.0,109.0,9.0,0.0,0.0,2.0,113.0,9.0,0.0,51.0,15.0,44.0,0.0,0.0,0.0,78.0,0.0
locego,1,3.0,31.0,16.0,36.0,103.0,6.0,0.0,5.0,0.0,81.0,133.0,41.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
general4q,1,22.0,1.0,4.0,7.0,13.0,0.0,2.0,64.0,10.0,42.0,2.0,34.0,0.0,26.0,23.0,19.0,0.0,31.0,1.0,28.0
dramrmohamed,0,89.0,81.0,0.0,2.0,59.0,29.0,43.0,0.0,1.0,0.0,28.0,0.0,363.0,186.0,150.0,0.0,0.0,105.0,0.0,88.0
mxguyxm,1,0.0,0.0,9.0,0.0,27.0,31.0,9.0,0.0,0.0,18.0,23.0,69.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0
maiazea,1,1.0,8.0,0.0,23.0,6.0,0.0,0.0,25.0,12.0,15.0,12.0,1.0,0.0,10.0,2.0,6.0,23.0,0.0,11.0,26.0
kasparov9400,1,25.0,0.0,0.0,29.0,0.0,89.0,58.0,0.0,0.0,0.0,7.0,29.0,7.0,1.0,1.0,0.0,0.0,61.0,0.0,0.0
fischer1371,1,5.0,0.0,232.0,0.0,0.0,8.0,11.0,0.0,0.0,197.0,6.0,262.0,10.0,33.0,0.0,5.0,0.0,20.0,0.0,0.0
hyperdoge,1,48.0,36.0,21.0,363.0,66.0,109.0,0.0,231.0,1.0,79.0,0.0,44.0,81.0,0.0,31.0,51.0,0.0,22.0,37.0,0.0
ralagadula,1,3.0,83.0,6.0,16.0,13.0,34.0,6.0,3.0,0.0,0.0,23.0,77.0,38.0,10.0,32.0,8.0,6.0,28.0,14.0,0.0
marber,0,60.0,7.0,47.0,87.0,34.0,0.0,4.0,0.0,11.0,18.0,0.0,21.0,19.0,0.0,188.0,85.0,163.0,30.0,0.0,31.0
davidandrew,1,42.0,14.0,0.0,0.0,0.0,0.0,7.0,34.0,0.0,12.0,0.0,0.0,78.0,57.0,56.0,28.0,14.0,0.0,0.0,12.0
sabdopalon,1,0.0,0.0,17.0,0.0,5.0,3.0,1.0,18.0,0.0,11.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lingsumi,0,0.0,51.0,10.0,16.0,19.0,36.0,0.0,31.0,9.0,17.0,8.0,0.0,88.0,131.0,31.0,86.0,74.0,0.0,239.0,271.0
vineethsivadasan,0,154.0,202.0,112.0,0.0,0.0,47.0,67.0,8.0,120.0,0.0,0.0,302.0,2.0,99.0,27.0,0.0,0.0,3.0,15.0,17.0
ramanpetrov,0,181.0,36.0,0.0,7.0,78.0,10.0,50.0,161.0,148.0,0.0,112.0,46.0,24.0,18.0,44.0,500.0,121.0,0.0,9.0,29.0
ennriko2,1,10.0,0.0,133.0,11.0,40.0,0.0,175.0,173.0,16.0,100.0,19.0,14.0,0.0,0.0,4.0,7.0,71.0,18.0,15.0,37.0
marlguatz,0,141.0,135.0,151.0,0.0,17.0,12.0,54.0,64.0,0.0,0.0,0.0,57.0,135.0,0.0,26.0,143.0,27.0,15.0,0.0,0.0
zhu4ok69,1,290.0,292.0,229.0,7.0,93.0,32.0,32.0,2.0,6.0,26.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0
kateeh,1,1.0,7.0,0.0,5.0,11.0,0.0,0.0,10.0,0.0,0.0,57.0,0.0,27.0,20.0,0.0,41.0,0.0,2.0,0.0,0.0
silverarcher87,0,167.0,23.0,0.0,167.0,55.0,48.0,0.0,15.0,149.0,47.0,8.0,305.0,32.0,0.0,17.0,208.0,1.0,56.0,32.0,120.0
automat,0,3.0,40.0,24.0,11.0,35.0,38.0,58.0,4.0,45.0,100.0,67.0,103.0,29.0,0.0,22.0,17.0,70.0,5.0,0.0,0.0
cocumhehe,0,19.0,43.0,0.0,0.0,21.0,4.0,14.0,0.0,27.0,17.0,26.0,13.0,23.0,34.0,4.0,25.0,95.0,2.0,42.0,12.0
cungkuo,1,3.0,2.0,36.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,209.0,1.0,0.0,9.0,0.0,9.0,0.0,38.0,18.0,15.0
koblandu,0,1.0,43.0,89.0,100.0,57.0,0.0,26.0,137.0,0.0,80.0,14.0,0.0,0.0,3.0,43.0,0.0,46.0,57.0,70.0,33.0
nano37k,0,0.0,22.0,71.0,404.0,19.0,3.0,148.0,93.0,0.0,56.0,75.0,0.0,437.0,190.0,0.0,0.0,80.0,19.0,33.0,99.0
marlguatz,0,20.0,12.0,0.0,0.0,64.0,55.0,73.0,3.0,8.0,2.0,49.0,13.0,29.0,0.0,120.0,3.0,67.0,0.0,14.0,40.0
mikj009,1,500.0,58.0,0.0,35.0,43.0,24.0,0.0,0.0,0.0,1.0,39.0,0.0,2.0,20.0,0.0,0.0,3.0,21.0,0.0,0.0
iosilva07,1,18.0,10.0,0.0,25.0,2.0,2.0,7.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,101.0,0.0,0.0,15.0,2.0
ssakash,0,19.0,0.0,58.0,0.0,9.0,302.0,0.0,75.0,23.0,27.0,30.0,169.0,0.0,0.0,71.0,65.0,205.0,11.0,62.0,0.0
iosilva07,1,0.0,21.0,0.0,0.0,0.0,23.0,3.0,64.0,10.0,251.0,0.0,4.0,30.0,88.0,0.0,18.0,0.0,0.0,0.0,0.0
juanma206,0,58.0,20.0,7.0,43.0,8.0,0.0,16.0,0.0,0.0,0.0,121.0,141.0,22.0,85.0,0.0,373.0,17.0,2.0,4.0,0.0
ssakash,0,0.0,100.0,7.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,104.0,51.0,51.0,12.0,134.0,25.0,99.0,48.0,0.0,1.0
birjand2016,0,15.0,10.0,9.0,4.0,9.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
laurab02,1,0.0,43.0,54.0,151.0,40.0,0.0,20.0,71.0,40.0,115.0,0.0,15.0,70.0,68.0,331.0,0.0,1.0,60.0,0.0,40.0
exar,0,15.0,16.0,14.0,0.0,0.0,82.0,30.0,2.0,14.0,9.0,39.0,31.0,108.0,0.0,35.0,3.0,0.0,12.0,0.0,14.0
bagus3,0,17.0,97.0,174.0,1.0,3.0,21.0,66.0,4.0,0.0,4.0,0.0,6.0,0.0,1.0,27.0,64.0,0.0,39.0,65.0,68.0
anthropoid,0,30.0,53.0,179.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,45.0,32.0,0.0,12.0,0.0,0.0,0.0,0.0,20.0
lastshadow24,0,1.0,123.0,0.0,2.0,0.0,0.0,348.0,14.0,1.0,12.0,43.0,182.0,173.0,0.0,21.0,0.0,35.0,27.0,0.0,0.0
ahmeteskx5,1,4.0,0.0,12.0,4.0,19.0,28.0,5.0,34.0,0.0,16.0,31.0,0.0,0.0,1.0,2.0,24.0,39.0,21.0,0.0,107.0
kateeh,1,21.0,10.0,0.0,0.0,2.0,0.0,0.0,10.0,20.0,0.0,51.0,27.0,0.0,7.0,38.0,0.0,0.0,0.0,17.0,0.0
netanya,0,28.0,0.0,35.0,62.0,57.0,9.0,0.0,0.0,13.0,0.0,15.0,110.0,4.0,0.0,58.0,90.0,37.0,5.0,36.0,336.0
john_tan,1,0.0,19.0,9.0,8.0,0.0,29.0,90.0,0.0,0.0,24.0,0.0,50.0,48.0,17.0,0.0,4.0,0.0,0.0,95.0,20.0
boboka,1,0.0,15.0,4.0,5.0,3.0,6.0,0.0,7.0,13.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0
one_pilots,1,35.0,9.0,353.0,0.0,115.0,222.0,15.0,33.0,204.0,35.0,19.0,8.0,0.0,228.0,41.0,329.0,38.0,59.0,47.0,0.0
kutuzov_95,1,16.0,118.0,101.0,41.0,92.0,0.0,8.0,0.0,45.0,12.0,0.0,0.0,7.0,80.0,158.0,94.0,1.0,24.0,0.0,50.0
kasparov9400,1,43.0,22.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,116.0,114.0,0.0,0.0,15.0,41.0,0.0,8.0,53.0,40.0,77.0
belvedere1965,0,0.0,51.0,0.0,0.0,0.0,28.0,0.0,16.0,0.0,21.0,1.0,0.0,1.0,55.0,6.0,16.0,79.0,0.0,0.0,0.0
jaydeep,0,0.0,41.0,0.0,33.0,37.0,53.0,41.0,0.0,26.0,45.0,0.0,0.0,0.0,25.0,60.0,25.0,0.0,99.0,7.0,0.0
laurab02,1,18.0,10.0,0.0,0.0,3.0,383.0,314.0,35.0,7.0,35.0,133.0,0.0,0.0,153.0,112.0,0.0,0.0,0.0,23.0,153.0
woef92,0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,114.0,143.0,46.0,80.0,10.0,0.0,22.0,0.0,11.0,37.0,0.0
wreder,0,12.0,8.0,71.0,23.0,0.0,49.0,27.0,177.0,87.0,40.0,47.0,43.0,74.0,9.0,0.0,48.0,478.0,424.0,216.0,0.0
fars9909,0,24.0,22.0,3.0,11.0,151.0,17.0,0.0,45.0,40.0,0.0,85.0,33.0,61.0,90.0,0.0,0.0,243.0,373.0,500.0,0.0
thejamster,0,18.0,161.0,23.0,0.0,11.0,113.0,0.0,67.0,39.0,42.0,30.0,0.0,0.0,98.0,37.0,0.0,0.0,36.0,2.0,0.0
erdeniz34,1,0.0,156.0,500.0,0.0,12.0,222.0,190.0,50.0,6.0,500.0,0.0,0.0,0.0,21.0,39.0,42.0,56.0,48.0,310.0,0.0
ennriko2,1,1.0,30.0,87.0,29.0,7.0,16.0,0.0,29.0,28.0,2.0,27.0,77.0,5.0,96.0,11.0,1.0,0.0,64.0,0.0,50.0
vantage,1,1.0,56.0,27.0,5.0,37.0,33.0,0.0,0.0,0.0,58.0,11.0,0.0,166.0,21.0,9.0,0.0,25.0,0.0,47.0,0.0
zivojin,0,0.0,14.0,0.0,17.0,0.0,6.0,9.0,0.0,147.0,2.0,21.0,56.0,8.0,11.0,100.0,3.0,0.0,10.0,143.0,8.0
luminoux,1,106.0,0.0,7.0,22.0,5.0,0.0,128.0,9.0,4.0,11.0,0.0,25.0,67.0,57.0,107.0,0.0,36.0,50.0,11.0,120.0
amfathi,0,0.0,6.0,31.0,30.0,123.0,6.0,0.0,8.0,46.0,64.0,10.0,54.0,140.0,171.0,37.0,83.0,14.0,0.0,252.0,6.0
trapzillah,1,4.0,75.0,19.0,24.0,0.0,38.0,6.0,38.0,5.0,68.0,0.0,28.0,37.0,17.0,32.0,0.0,35.0,63.0,109.0,0.0
kapustin,0,77.0,0.0,0.0,162.0,59.0,0.0,10.0,317.0,0.0,500.0,299.0,12.0,8.0,11.0,25.0,66.0,100.0,0.0,337.0,0.0
beki1995,0,0.0,0.0,0.0,178.0,19.0,8.0,0.0,17.0,44.0,0.0,24.0,27.0,13.0,37.0,0.0,7.0,0.0,29.0,0.0,18.0
talconph,0,4.0,0.0,16.0,23.0,8.0,0.0,0.0,2.0,0.0,15.0,47.0,29.0,9.0,6.0,11.0,0.0,0.0,0.0,2.0,5.0
antoniosba94,1,30.0,11.0,101.0,500.0,0.0,0.0,72.0,10.0,73.0,0.0,21.0,15.0,0.0,17.0,0.0,145.0,0.0,98.0,13.0,1.0
blundermaster6,1,71.0,13.0,71.0,5.0,9.0,3.0,25.0,20.0,11.0,0.0,53.0,0.0,246.0,8.0,113.0,9.0,0.0,59.0,9.0,117.0
jaydeep,0,17.0,0.0,1.0,19.0,0.0,2.0,13.0,0.0,1.0,9.0,11.0,0.0,0.0,0.0,11.0,3.0,496.0,0.0,10.0,34.0
pyaephyoaungshwebo,1,0.0,0.0,0.0,1.0,5.0,1.0,26.0,26.0,2.0,1.0,16.0,16.0,9.0,22.0,42.0,0.0,19.0,40.0,38.0,0.0
smothered_matt,0,5.0,4.0,17.0,12.0,18.0,49.0,16.0,0.0,95.0,0.0,150.0,6.0,0.0,15.0,96.0,0.0,4.0,0.0,12.0,6.0
totoksusanto,0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,32.0,5.0,0.0,19.0,7.0,5.0,8.0,30.0,0.0,42.0
drsali,1,3.0,9.0,0.0,12.0,6.0,0.0,2.0,24.0,0.0,0.0,8.0,0.0,0.0,9.0,44.0,0.0,106.0,0.0,0.0,0.0
ai-84-ios,0,0.0,1.0,15.0,51.0,5.0,0.0,22.0,30.0,7.0,43.0,71.0,0.0,100.0,30.0,0.0,6.0,0.0,10.0,0.0,215.0
likechess19,1,43.0,8.0,9.0,47.0,5.0,0.0,0.0,53.0,0.0,0.0,22.0,0.0,0.0,10.0,0.0,0.0,67.0,0.0,6.0,0.0
robinio,0,11.0,0.0,140.0,187.0,0.0,39.0,92.0,56.0,0.0,14.0,0.0,0.0,108.0,32.0,0.0,500.0,32.0,103.0,51.0,160.0
nelsonwin,1,15.0,41.0,3.0,0.0,16.0,34.0,0.0,17.0,16.0,4.0,0.0,0.0,19.0,35.0,0.0,0.0,46.0,16.0,0.0,81.0
dragonite156,1,86.0,0.0,0.0,0.0,0.0,48.0,54.0,0.0,16.0,1.0,97.0,18.0,384.0,0.0,37.0,9.0,37.0,34.0,8.0,0.0
kapustin,0,58.0,0.0,24.0,0.0,45.0,0.0,500.0,62.0,23.0,32.0,0.0,152.0,8.0,197.0,0.0,0.0,177.0,0.0,0.0,0.0
tropicriot,1,0.0,61.0,19.0,1.0,35.0,0.0,51.0,0.0,2.0,0.0,58.0,142.0,64.0,29.0,303.0,500.0,7.0,48.0,42.0,61.0
nano37k,0,4.0,10.0,5.0,11.0,8.0,48.0,23.0,65.0,24.0,55.0,100.0,55.0,15.0,0.0,33.0,10.0,500.0,19.0,25.0,39.0
miamiknight,0,42.0,29.0,311.0,359.0,0.0,2.0,0.0,0.0,58.0,14.0,0.0,15.0,16.0,33.0,72.0,45.0,0.0,33.0,56.0,97.0
sir88,0,36.0,3.0,46.0,37.0,0.0,76.0,19.0,69.0,5.0,0.0,0.0,124.0,98.0,15.0,152.0,78.0,4.0,10.0,17.0,28.0
chaabanesami,1,8.0,69.0,0.0,48.0,112.0,0.0,70.0,227.0,0.0,15.0,374.0,20.0,0.0,1.0,8.0,93.0,0.0,7.0,18.0,0.0
nottoblame,0,2.0,62.0,112.0,232.0,11.0,48.0,18.0,0.0,22.0,0.0,46.0,0.0,5.0,3.0,46.0,24.0,47.0,86.0,35.0,0.0
ventshirov,1,31.0,5.0,80.0,0.0,3.0,0.0,42.0,0.0,10.0,162.0,3.0,378.0,11.0,0.0,5.0,21.0,3.0,0.0,0.0,32.0
rhythmrug,1,0.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,67.0,0.0,62.0,104.0,46.0,99.0,61.0,11.0,0.0,500.0,10.0
indianchess123,0,10.0,24.0,84.0,34.0,3.0,0.0,177.0,0.0,36.0,117.0,110.0,10.0,12.0,244.0,63.0,301.0,124.0,8.0,367.0,417.0
edmon221,1,15.0,0.0,2.0,24.0,154.0,195.0,447.0,48.0,68.0,57.0,31.0,115.0,133.0,122.0,18.0,1.0,133.0,75.0,42.0,23.0
kurdin,1,2.0,73.0,3.0,0.0,55.0,28.0,110.0,46.0,189.0,0.0,7.0,0.0,0.0,395.0,0.0,12.0,8.0,118.0,197.0,58.0
bombardir100,1,66.0,39.0,391.0,157.0,25.0,186.0,43.0,28.0,32.0,304.0,0.0,5.0,0.0,500.0,37.0,13.0,40.0,0.0,0.0,0.0
vahidk2,1,1.0,4.0,39.0,50.0,6.0,2.0,0.0,17.0,5.0,4.0,8.0,0.0,1.0,2.0,14.0,0.0,11.0,20.0,13.0,51.0
oficina,1,5.0,9.0,17.0,49.0,52.0,0.0,0.0,6.0,17.0,19.0,12.0,0.0,7.0,13.0,0.0,22.0,0.0,0.0,0.0,14.0
wdb1999,1,40.0,82.0,42.0,25.0,52.0,64.0,54.0,63.0,20.0,7.0,0.0,23.0,0.0,77.0,0.0,0.0,0.0,3.0,65.0,0.0
jason13,1,0.0,2.0,0.0,97.0,3.0,0.0,0.0,0.0,71.0,0.0,29.0,0.0,12.0,79.0,0.0,0.0,23.0,0.0,0.0,0.0
bombardir100,1,64.0,62.0,29.0,27.0,7.0,53.0,44.0,6.0,8.0,4.0,14.0,64.0,11.0,399.0,427.0,195.0,152.0,33.0,0.0,0.0
marlguatz,0,38.0,50.0,7.0,8.0,0.0,33.0,115.0,0.0,0.0,30.0,0.0,85.0,18.0,39.0,71.0,43.0,47.0,0.0,500.0,232.0
yoloswag2004,0,102.0,0.0,36.0,68.0,25.0,125.0,0.0,500.0,0.0,500.0,108.0,0.0,0.0,184.0,212.0,86.0,10.0,15.0,42.0,32.0
briljant,1,14.0,14.0,88.0,10.0,138.0,4.0,47.0,48.0,0.0,36.0,18.0,158.0,69.0,13.0,0.0,73.0,0.0,0.0,8.0,0.0
max3d,0,0.0,0.0,1.0,0.0,13.0,30.0,0.0,55.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,429.0,0.0,432.0,74.0
puti,1,15.0,0.0,10.0,0.0,0.0,2.0,0.0,23.0,19.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,16.0,13.0,13.0,0.0
trek1900,0,0.0,0.0,3.0,3.0,3.0,12.0,0.0,0.0,0.0,3.0,111.0,144.0,172.0,8.0,8.0,6.0,0.0,6.0,465.0,432.0
granna,1,4.0,0.0,23.0,7.0,26.0,0.0,0.0,25.0,25.0,41.0,46.0,0.0,0.0,0.0,0.0,10.0,22.0,0.0,111.0,0.0
bingo_bongo,0,71.0,30.0,57.0,1.0,0.0,139.0,14.0,290.0,294.0,457.0,0.0,500.0,440.0,310.0,148.0,68.0,500.0,0.0,273.0,500.0
polvasen,0,0.0,74.0,19.0,0.0,0.0,8.0,9.0,96.0,0.0,21.0,15.0,0.0,21.0,0.0,25.0,0.0,93.0,132.0,10.0,54.0
antoniosba94,1,8.0,4.0,5.0,0.0,9.0,176.0,0.0,7.0,20.0,12.0,41.0,26.0,0.0,0.0,36.0,63.0,0.0,0.0,6.0,0.0
abochess,0,47.0,0.0,0.0,0.0,0.0,2.0,15.0,16.0,0.0,148.0,0.0,7.0,167.0,0.0,377.0,225.0,0.0,0.0,20.0,51.0
svenos,0,108.0,0.0,1.0,39.0,30.0,96.0,24.0,1.0,0.0,0.0,4.0,6.0,15.0,49.0,8.0,64.0,0.0,16.0,52.0,26.0
luminoux,1,5.0,4.0,15.0,49.0,82.0,0.0,0.0,166.0,123.0,0.0,58.0,16.0,106.0,27.0,15.0,231.0,3.0,52.0,62.0,90.0
pokjoz,1,36.0,29.0,9.0,49.0,0.0,100.0,125.0,0.0,6.0,0.0,0.0,382.0,20.0,24.0,5.0,28.0,0.0,19.0,7.0,121.0
