username,cheating,cpl_1,cpl_2,cpl_3,cpl_4,cpl_5,cpl_6,cpl_7,cpl_8,cpl_9,cpl_10,cpl_11,cpl_12,cpl_13,cpl_14,cpl_15,cpl_16,cpl_17,cpl_18,cpl_19,cpl_20
ramanpetrov,0,94.0,135.0,0.0,0.0,0.0,39.0,16.0,0.0,0.0,10.0,0.0,31.0,63.0,72.0,0.0,14.0,50.0,79.0,0.0,145.0
djslavin,0,0.0,17.0,0.0,115.0,10.0,0.0,18.0,60.0,9.0,180.0,38.0,0.0,0.0,0.0,0.0,160.0,14.0,0.0,67.0,0.0
mikj009,1,64.0,0.0,13.0,154.0,77.0,0.0,0.0,33.0,14.0,0.0,32.0,8.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0
esmaytou,1,43.0,95.0,71.0,5.0,39.0,0.0,44.0,15.0,34.0,352.0,0.0,52.0,0.0,49.0,160.0,41.0,20.0,0.0,16.0,2.0
trek1900,0,21.0,17.0,0.0,0.0,0.0,0.0,2.0,33.0,17.0,86.0,23.0,21.0,0.0,0.0,0.0,0.0,25.0,44.0,59.0,16.0
lastshadow24,0,0.0,80.0,0.0,7.0,16.0,0.0,0.0,12.0,105.0,34.0,0.0,62.0,2.0,15.0,0.0,88.0,28.0,8.0,40.0,0.0
netanya,0,4.0,0.0,58.0,0.0,63.0,35.0,17.0,60.0,14.0,0.0,171.0,0.0,262.0,0.0,0.0,130.0,72.0,39.0,67.0,271.0
alleppo-is-back,1,0.0,213.0,44.0,0.0,45.0,51.0,1.0,0.0,2.0,33.0,0.0,12.0,12.0,66.0,18.0,197.0,8.0,29.0,12.0,16.0
tukimin564,1,16.0,0.0,6.0,70.0,30.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,50.0,7.0,12.0,9.0,25.0,3.0,0.0,0.0
lawyer7,0,0.0,3.0,0.0,344.0,0.0,0.0,15.0,19.0,228.0,0.0,43.0,0.0,500.0,36.0,487.0,0.0,500.0,12.0,0.0,0.0
general4q,1,35.0,0.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,31.0,18.0,34.0,0.0,120.0,0.0,0.0
bombardir100,1,38.0,34.0,500.0,78.0,121.0,0.0,0.0,0.0,0.0,14.0,5.0,500.0,10.0,6.0,16.0,19.0,0.0,500.0,500.0,500.0
karov,1,4.0,71.0,53.0,34.0,0.0,1.0,9.0,8.0,1.0,0.0,0.0,0.0,7.0,0.0,60.0,9.0,64.0,8.0,6.0,0.0
drjelic,0,2.0,3.0,283.0,11.0,35.0,53.0,28.0,10.0,8.0,210.0,99.0,17.0,419.0,0.0,0.0,0.0,0.0,50.0,2.0,3.0
antoniosba94,1,36.0,0.0,15.0,17.0,0.0,88.0,3.0,45.0,4.0,1.0,2.0,32.0,15.0,8.0,127.0,0.0,11.0,0.0,0.0,251.0
thelovac,1,3.0,3.0,0.0,0.0,0.0,16.0,14.0,0.0,24.0,0.0,0.0,30.0,26.0,4.0,0.0,88.0,116.0,0.0,14.0,0.0
xzurii,0,36.0,0.0,0.0,89.0,23.0,50.0,0.0,164.0,37.0,320.0,8.0,182.0,93.0,0.0,59.0,83.0,0.0,31.0,0.0,18.0
boboka,1,160.0,24.0,63.0,33.0,85.0,41.0,104.0,21.0,0.0,0.0,24.0,10.0,10.0,63.0,0.0,0.0,11.0,0.0,37.0,11.0
zakiev_maksim32,0,0.0,0.0,207.0,0.0,360.0,96.0,47.0,78.0,0.0,24.0,24.0,24.0,0.0,40.0,39.0,50.0,67.0,78.0,0.0,26.0
kerozen,1,35.0,51.0,53.0,40.0,55.0,0.0,67.0,0.0,5.0,33.0,0.0,149.0,15.0,2.0,130.0,13.0,0.0,0.0,10.0,0.0
narcad,0,4.0,7.0,34.0,30.0,43.0,3.0,94.0,16.0,68.0,3.0,66.0,30.0,0.0,108.0,25.0,0.0,0.0,0.0,0.0,0.0
ivan-gorlovski,0,0.0,19.0,110.0,182.0,27.0,0.0,193.0,86.0,0.0,0.0,0.0,96.0,41.0,7.0,4.0,4.0,2.0,0.0,117.0,9.0
dragonite156,1,0.0,24.0,0.0,36.0,28.0,104.0,10.0,60.0,0.0,32.0,33.0,156.0,56.0,23.0,0.0,0.0,0.0,0.0,5.0,25.0
elgreey,0,0.0,14.0,40.0,72.0,11.0,9.0,15.0,0.0,43.0,55.0,13.0,68.0,0.0,0.0,27.0,0.0,30.0,0.0,0.0,31.0
marlguatz,0,3.0,26.0,74.0,61.0,5.0,69.0,1.0,4.0,46.0,0.0,0.0,9.0,0.0,7.0,10.0,14.0,107.0,0.0,0.0,0.0
judi678,0,0.0,26.0,0.0,52.0,0.0,11.0,0.0,2.0,9.0,48.0,0.0,0.0,61.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
dhanton,1,39.0,0.0,105.0,54.0,0.0,24.0,10.0,80.0,49.0,0.0,57.0,79.0,0.0,30.0,31.0,46.0,0.0,13.0,40.0,3.0
luckrei,1,18.0,27.0,19.0,416.0,53.0,214.0,0.0,5.0,3.0,0.0,205.0,9.0,4.0,5.0,25.0,0.0,0.0,0.0,66.0,57.0
cabufao,0,2.0,0.0,0.0,43.0,4.0,30.0,0.0,2.0,59.0,0.0,40.0,126.0,0.0,0.0,0.0,4.0,46.0,0.0,0.0,0.0
trek1900,0,11.0,26.0,14.0,65.0,0.0,3.0,327.0,54.0,83.0,0.0,3.0,0.0,58.0,66.0,0.0,17.0,8.0,77.0,31.0,0.0
granna,1,25.0,5.0,47.0,253.0,24.0,23.0,350.0,60.0,105.0,0.0,0.0,10.0,0.0,0.0,8.0,13.0,2.0,4.0,18.0,7.0
xxcamposxx,1,47.0,3.0,19.0,56.0,0.0,0.0,25.0,12.0,11.0,11.0,21.0,0.0,23.0,13.0,0.0,0.0,0.0,292.0,26.0,35.0
marker41,0,14.0,52.0,15.0,25.0,58.0,32.0,52.0,40.0,17.0,16.0,2.0,2.0,0.0,68.0,0.0,104.0,69.0,66.0,11.0,12.0
powerfu-iran,0,0.0,0.0,0.0,12.0,70.0,0.0,38.0,206.0,0.0,0.0,0.0,26.0,8.0,44.0,0.0,0.0,5.0,74.0,0.0,55.0
algrano,0,3.0,12.0,0.0,3.0,98.0,29.0,117.0,76.0,89.0,81.0,0.0,89.0,0.0,213.0,16.0,37.0,63.0,0.0,22.0,58.0
netanya,0,95.0,33.0,14.0,0.0,9.0,0.0,0.0,11.0,10.0,8.0,0.0,32.0,33.0,80.0,0.0,17.0,0.0,30.0,1.0,0.0
cubanochessfire,1,0.0,0.0,83.0,0.0,7.0,14.0,47.0,90.0,1.0,75.0,0.0,0.0,500.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
kutuzov_95,1,3.0,8.0,3.0,0.0,10.0,44.0,18.0,1.0,489.0,378.0,0.0,40.0,12.0,49.0,0.0,128.0,133.0,0.0,157.0,0.0
oninz-cruz,1,40.0,0.0,9.0,5.0,0.0,3.0,17.0,0.0,21.0,29.0,10.0,0.0,23.0,126.0,3.0,0.0,0.0,7.0,0.0,0.0
wreder,0,0.0,10.0,21.0,153.0,6.0,266.0,49.0,28.0,118.0,0.0,127.0,116.0,10.0,0.0,61.0,23.0,19.0,0.0,0.0,128.0
formerconformer,0,48.0,31.0,23.0,180.0,207.0,148.0,0.0,0.0,127.0,146.0,51.0,125.0,120.0,0.0,31.0,56.0,7.0,98.0,167.0,0.0
scouting4reds,0,26.0,14.0,157.0,268.0,0.0,71.0,31.0,21.0,27.0,56.0,15.0,10.0,0.0,22.0,60.0,55.0,6.0,0.0,185.0,75.0
fischer1371,1,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,69.0,76.0,0.0,4.0,0.0,13.0,0.0,0.0,31.0,0.0,0.0,5.0
wangle,1,19.0,0.0,54.0,0.0,38.0,10.0,71.0,0.0,102.0,342.0,0.0,73.0,13.0,0.0,114.0,1.0,149.0,59.0,0.0,0.0
shellrazer,1,96.0,63.0,4.0,234.0,19.0,3.0,178.0,55.0,148.0,157.0,0.0,0.0,0.0,31.0,16.0,125.0,0.0,6.0,41.0,0.0
marker41,0,52.0,0.0,17.0,15.0,7.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,7.0,68.0
marko19,0,15.0,195.0,25.0,0.0,0.0,172.0,0.0,29.0,0.0,8.0,3.0,3.0,50.0,90.0,23.0,21.0,20.0,59.0,0.0,0.0
mightytower,0,65.0,8.0,1.0,0.0,0.0,1.0,216.0,185.0,10.0,114.0,90.0,0.0,64.0,29.0,90.0,11.0,0.0,20.0,0.0,42.0
vadimtyumenczew,0,0.0,0.0,156.0,18.0,114.0,115.0,77.0,29.0,11.0,115.0,0.0,106.0,0.0,176.0,40.0,87.0,190.0,500.0,0.0,0.0
probisvet,1,7.0,18.0,3.0,10.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,28.0,0.0,34.0,0.0,27.0,30.0,0.0,173.0,15.0
taha2335,0,0.0,30.0,0.0,372.0,33.0,22.0,189.0,84.0,3.0,0.0,76.0,140.0,126.0,482.0,0.0,0.0,500.0,0.0,0.0,66.0
sauwmaximo,0,30.0,0.0,0.0,213.0,0.0,0.0,0.0,18.0,0.0,88.0,100.0,86.0,63.0,21.0,55.0,0.0,0.0,184.0,33.0,218.0
radivojegacevic,0,64.0,50.0,0.0,0.0,67.0,9.0,104.0,0.0,0.0,58.0,0.0,3.0,0.0,28.0,0.0,0.0,0.0,11.0,0.0,21.0
vantage,1,38.0,80.0,365.0,141.0,49.0,0.0,0.0,0.0,119.0,0.0,0.0,110.0,0.0,72.0,349.0,77.0,90.0,30.0,156.0,15.0
locego,1,0.0,1.0,25.0,37.0,24.0,39.0,17.0,24.0,5.0,14.0,2.0,29.0,10.0,45.0,13.0,12.0,9.0,4.0,0.0,0.0
zakiev_maksim32,0,9.0,39.0,4.0,42.0,0.0,16.0,9.0,6.0,62.0,3.0,41.0,14.0,105.0,23.0,118.0,33.0,65.0,0.0,9.0,0.0
chesscoach,0,0.0,16.0,50.0,7.0,46.0,1.0,0.0,290.0,0.0,10.0,0.0,146.0,0.0,221.0,0.0,0.0,0.0,0.0,12.0,16.0
sorryg,1,3.0,19.0,11.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,2.0,16.0,233.0,9.0,0.0,3.0,104.0
lawyer7,0,98.0,0.0,14.0,161.0,26.0,157.0,67.0,16.0,173.0,49.0,84.0,62.0,0.0,7.0,0.0,4.0,26.0,163.0,18.0,78.0
vahidk2,1,98.0,0.0,39.0,14.0,50.0,13.0,0.0,106.0,23.0,70.0,0.0,9.0,7.0,9.0,22.0,23.0,125.0,0.0,0.0,0.0
netanya,0,66.0,4.0,71.0,23.0,327.0,0.0,3.0,18.0,0.0,36.0,55.0,10.0,0.0,1.0,0.0,1.0,29.0,30.0,12.0,17.0
luminoux,1,16.0,9.0,0.0,4.0,5.0,24.0,0.0,4.0,10.0,0.0,6.0,0.0,0.0,73.0,0.0,4.0,82.0,4.0,32.0,0.0
marlguatz,0,6.0,24.0,13.0,17.0,7.0,20.0,44.0,18.0,0.0,0.0,148.0,0.0,40.0,18.0,159.0,38.0,62.0,89.0,193.0,6.0
simex93,1,4.0,3.0,0.0,13.0,0.0,18.0,28.0,6.0,22.0,10.0,1.0,23.0,1.0,0.0,12.0,1.0,2.0,9.0,1.0,1.0
nickjreh,0,43.0,403.0,49.0,36.0,40.0,115.0,41.0,495.0,95.0,51.0,18.0,134.0,28.0,98.0,51.0,118.0,16.0,114.0,167.0,4.0
monkeydelouffy,1,0.0,1.0,27.0,17.0,8.0,0.0,1.0,9.0,8.0,1.0,0.0,46.0,0.0,0.0,3.0,27.0,38.0,11.0,62.0,10.0
wreder,0,34.0,109.0,0.0,88.0,19.0,20.0,39.0,9.0,40.0,0.0,2.0,7.0,141.0,93.0,44.0,24.0,0.0,0.0,101.0,17.0
likechess19,1,0.0,0.0,23.0,0.0,2.0,15.0,29.0,250.0,51.0,20.0,13.0,12.0,19.0,7.0,39.0,0.0,0.0,0.0,0.0,44.0
tropicriot,1,32.0,12.0,21.0,0.0,2.0,18.0,4.0,39.0,0.0,29.0,23.0,2.0,79.0,2.0,9.0,28.0,4.0,0.0,0.0,0.0
yanyan8d,1,0.0,11.0,10.0,0.0,0.0,6.0,5.0,9.0,0.0,0.0,0.0,8.0,75.0,34.0,0.0,61.0,0.0,44.0,0.0,0.0
horis,0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,34.0,3.0,0.0,13.0,67.0,15.0,0.0,0.0,5.0,3.0,0.0,78.0,10.0
apacherev,0,35.0,50.0,94.0,187.0,226.0,392.0,5.0,457.0,500.0,51.0,0.0,0.0,0.0,0.0,60.0,54.0,0.0,16.0,0.0,0.0
undefinedlimit,1,8.0,0.0,0.0,9.0,0.0,11.0,19.0,67.0,0.0,31.0,0.0,14.0,27.0,7.0,14.0,30.0,4.0,0.0,5.0,0.0
svenos,0,49.0,0.0,23.0,8.0,0.0,0.0,5.0,11.0,0.0,18.0,0.0,11.0,0.0,24.0,35.0,0.0,26.0,39.0,35.0,0.0
yesyouare,0,102.0,68.0,12.0,0.0,56.0,0.0,22.0,136.0,30.0,218.0,117.0,31.0,46.0,0.0,8.0,119.0,169.0,42.0,54.0,178.0
hamse,0,21.0,20.0,56.0,0.0,1.0,32.0,152.0,130.0,202.0,0.0,22.0,179.0,0.0,6.0,13.0,97.0,0.0,87.0,0.0,414.0
sam001,1,26.0,80.0,442.0,327.0,28.0,0.0,241.0,0.0,30.0,6.0,20.0,13.0,50.0,0.0,57.0,60.0,9.0,0.0,115.0,30.0
cabrotis,1,1.0,6.0,3.0,10.0,0.0,0.0,0.0,3.0,40.0,38.0,47.0,0.0,28.0,0.0,48.0,46.0,51.0,125.0,28.0,104.0
katerini20,1,0.0,18.0,33.0,40.0,4.0,40.0,0.0,6.0,10.0,47.0,59.0,77.0,60.0,87.0,29.0,0.0,10.0,0.0,34.0,31.0
soloicewind,0,0.0,0.0,0.0,5.0,43.0,0.0,35.0,20.0,16.0,44.0,54.0,53.0,26.0,40.0,3.0,0.0,47.0,32.0,32.0,37.0
valon7,1,1.0,69.0,1.0,121.0,28.0,33.0,0.0,0.0,68.0,63.0,110.0,136.0,0.0,0.0,71.0,1.0,5.0,0.0,35.0,36.0
tvas,0,0.0,0.0,0.0,4.0,86.0,1.0,22.0,43.0,12.0,0.0,144.0,1.0,0.0,0.0,500.0,54.0,14.0,55.0,0.0,0.0
ogaj2003,1,25.0,11.0,0.0,18.0,11.0,94.0,0.0,12.0,0.0,0.0,15.0,10.0,10.0,0.0,0.0,2.0,17.0,8.0,17.0,2.0
apacherev,0,76.0,360.0,500.0,0.0,93.0,0.0,68.0,1.0,11.0,8.0,43.0,43.0,118.0,500.0,397.0,109.0,90.0,255.0,0.0,2.0
linail,0,10.0,90.0,11.0,190.0,203.0,0.0,33.0,0.0,34.0,159.0,7.0,66.0,47.0,161.0,307.0,87.0,1.0,0.0,16.0,13.0
oninz-cruz,1,0.0,0.0,1.0,0.0,0.0,10.0,11.0,36.0,0.0,31.0,0.0,0.0,0.0,0.0,43.0,93.0,15.0,88.0,26.0,0.0
svectacular1,0,0.0,0.0,4.0,36.0,5.0,0.0,11.0,13.0,0.0,87.0,86.0,56.0,20.0,0.0,3.0,10.0,0.0,0.0,54.0,69.0
latebloomer,0,23.0,22.0,8.0,26.0,364.0,95.0,0.0,0.0,0.0,0.0,18.0,34.0,55.0,0.0,2.0,66.0,52.0,17.0,38.0,19.0
smd8,1,17.0,4.0,0.0,35.0,141.0,0.0,0.0,11.0,0.0,0.0,32.0,3.0,6.0,41.0,52.0,59.0,429.0,0.0,0.0,34.0
ralagadula,1,70.0,35.0,0.0,14.0,31.0,7.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,55.0,0.0,15.0,15.0,39.0,20.0,28.0
siava,0,99.0,0.0,10.0,29.0,29.0,0.0,0.0,15.0,29.0,26.0,89.0,83.0,0.0,0.0,24.0,114.0,0.0,31.0,86.0,7.0
marlguatz,0,38.0,0.0,81.0,9.0,4.0,2.0,14.0,0.0,98.0,32.0,144.0,53.0,0.0,101.0,35.0,0.0,0.0,0.0,48.0,0.0
nelsonwin,1,0.0,0.0,3.0,0.0,4.0,4.0,0.0,21.0,13.0,85.0,0.0,19.0,0.0,8.0,0.0,15.0,109.0,20.0,39.0,0.0
victorpozidaev1000,1,2.0,80.0,14.0,0.0,160.0,5.0,13.0,75.0,420.0,0.0,26.0,95.0,77.0,101.0,169.0,4.0,0.0,20.0,0.0,39.0
pterosalmonela,1,0.0,0.0,8.0,13.0,12.0,17.0,8.0,20.0,51.0,9.0,14.0,0.0,11.0,19.0,0.0,13.0,0.0,0.0,15.0,8.0
zringsalah,1,45.0,91.0,0.0,0.0,8.0,16.0,25.0,1.0,60.0,0.0,2.0,5.0,0.0,0.0,39.0,38.0,0.0,3.0,0.0,0.0
blundermaster6,1,8.0,9.0,0.0,6.0,7.0,1.0,79.0,0.0,0.0,0.0,31.0,0.0,3.0,0.0,0.0,9.0,6.0,17.0,6.0,0.0
scarecrowgin,0,0.0,0.0,14.0,0.0,0.0,0.0,77.0,6.0,0.0,50.0,0.0,0.0,43.0,0.0,25.0,25.0,33.0,3.0,0.0,0.0
loblique,0,0.0,27.0,0.0,13.0,0.0,115.0,32.0,249.0,0.0,44.0,0.0,20.0,279.0,0.0,14.0,0.0,47.0,0.0,79.0,13.0
rampras,0,193.0,277.0,0.0,0.0,89.0,16.0,154.0,3.0,25.0,0.0,0.0,9.0,173.0,4.0,325.0,309.0,34.0,224.0,22.0,3.0
tropicriot,1,104.0,17.0,198.0,10.0,20.0,500.0,0.0,58.0,43.0,117.0,24.0,117.0,0.0,1.0,142.0,41.0,0.0,188.0,100.0,500.0
blastoise258,1,35.0,0.0,108.0,26.0,0.0,0.0,28.0,4.0,18.0,17.0,0.0,6.0,20.0,2.0,20.0,35.0,0.0,2.0,18.0,15.0
alecsin,1,4.0,97.0,7.0,4.0,0.0,70.0,11.0,0.0,0.0,20.0,45.0,0.0,62.0,120.0,76.0,106.0,0.0,193.0,78.0,0.0
kurdin,1,107.0,0.0,31.0,6.0,50.0,33.0,0.0,44.0,95.0,15.0,2.0,13.0,1.0,51.0,0.0,11.0,30.0,0.0,0.0,167.0
fsay,0,5.0,59.0,0.0,69.0,125.0,1.0,19.0,3.0,28.0,12.0,32.0,55.0,433.0,348.0,43.0,133.0,13.0,17.0,22.0,0.0
fischer1371,1,1.0,13.0,0.0,10.0,0.0,0.0,0.0,8.0,10.0,0.0,9.0,5.0,0.0,1.0,7.0,12.0,42.0,47.0,3.0,23.0
frhomme56,1,0.0,147.0,55.0,0.0,0.0,12.0,0.0,13.0,0.0,194.0,292.0,0.0,500.0,0.0,224.0,5.0,0.0,3.0,500.0,500.0
greey,1,0.0,305.0,192.0,339.0,149.0,2.0,151.0,0.0,0.0,0.0,500.0,500.0,106.0,0.0,0.0,164.0,0.0,0.0,0.0,500.0
thelovac,1,45.0,9.0,126.0,0.0,24.0,12.0,48.0,500.0,11.0,0.0,20.0,3.0,0.0,0.0,252.0,500.0,282.0,2.0,0.0,0.0
chess_advicer,1,105.0,88.0,65.0,115.0,0.0,123.0,75.0,49.0,62.0,215.0,155.0,114.0,101.0,72.0,39.0,81.0,35.0,51.0,0.0,10.0
chess_advicer,1,25.0,259.0,0.0,332.0,206.0,325.0,0.0,354.0,0.0,1.0,221.0,154.0,86.0,17.0,100.0,0.0,11.0,1.0,12.0,0.0
hnb,0,4.0,58.0,66.0,27.0,0.0,50.0,500.0,394.0,500.0,25.0,66.0,500.0,0.0,34.0,41.0,0.0,24.0,0.0,21.0,0.0
blastoise258,1,0.0,2.0,0.0,0.0,4.0,4.0,20.0,63.0,0.0,0.0,0.0,27.0,0.0,3.0,0.0,0.0,134.0,0.0,20.0,10.0
luckrei,1,14.0,90.0,101.0,70.0,1.0,3.0,0.0,0.0,13.0,82.0,79.0,36.0,0.0,8.0,51.0,39.0,0.0,0.0,126.0,114.0
luminoux,1,17.0,0.0,0.0,10.0,160.0,110.0,44.0,97.0,25.0,155.0,270.0,0.0,175.0,175.0,0.0,56.0,0.0,0.0,10.0,0.0
nottoblame,0,19.0,6.0,25.0,0.0,2.0,208.0,24.0,6.0,17.0,3.0,2.0,0.0,0.0,0.0,0.0,23.0,120.0,0.0,0.0,14.0
trek1900,0,31.0,24.0,71.0,0.0,5.0,100.0,0.0,2.0,0.0,0.0,0.0,7.0,8.0,85.0,2.0,0.0,11.0,58.0,61.0,270.0
alleppo-is-back,1,4.0,5.0,18.0,27.0,35.0,14.0,0.0,0.0,5.0,2.0,6.0,47.0,16.0,34.0,13.0,17.0,40.0,12.0,0.0,1.0
ufchomp,1,0.0,157.0,0.0,16.0,75.0,60.0,68.0,2.0,54.0,97.0,0.0,116.0,0.0,254.0,0.0,0.0,9.0,87.0,35.0,10.0
bennhur,1,16.0,17.0,30.0,61.0,1.0,61.0,2.0,24.0,98.0,34.0,0.0,0.0,26.0,0.0,50.0,0.0,54.0,0.0,80.0,0.0
ilhamdindanss,0,0.0,0.0,32.0,0.0,0.0,10.0,7.0,28.0,4.0,0.0,71.0,2.0,0.0,33.0,4.0,29.0,26.0,60.0,29.0,0.0
masteraa,1,3.0,60.0,13.0,332.0,21.0,0.0,15.0,0.0,25.0,0.0,0.0,0.0,8.0,156.0,49.0,0.0,29.0,19.0,0.0,16.0
victorpozidaev1000,1,39.0,0.0,315.0,11.0,11.0,0.0,41.0,24.0,32.0,86.0,25.0,1.0,46.0,29.0,0.0,50.0,0.0,0.0,0.0,153.0
abochess,0,0.0,0.0,20.0,5.0,19.0,7.0,5.0,22.0,173.0,8.0,36.0,60.0,11.0,30.0,60.0,16.0,127.0,7.0,58.0,174.0
rubentzioo,1,66.0,18.0,69.0,0.0,43.0,1.0,82.0,2.0,34.0,32.0,39.0,30.0,67.0,236.0,0.0,158.0,500.0,386.0,240.0,15.0
talconph,0,140.0,165.0,49.0,43.0,37.0,2.0,17.0,33.0,0.0,133.0,234.0,32.0,37.0,40.0,5.0,8.0,0.0,0.0,328.0,0.0
algrano,0,0.0,11.0,35.0,2.0,5.0,12.0,290.0,0.0,23.0,0.0,39.0,1.0,9.0,23.0,76.0,124.0,30.0,89.0,39.0,16.0
zhu4ok69,1,18.0,23.0,1.0,12.0,2.0,3.0,1.0,12.0,8.0,58.0,2.0,131.0,51.0,117.0,59.0,0.0,121.0,90.0,0.0,40.0
exar,0,0.0,0.0,13.0,0.0,7.0,22.0,0.0,137.0,0.0,50.0,146.0,41.0,10.0,0.0,0.0,0.0,110.0,0.0,156.0,0.0
miladrajabi,0,99.0,35.0,0.0,0.0,0.0,0.0,0.0,19.0,56.0,131.0,0.0,0.0,20.0,0.0,50.0,86.0,14.0,0.0,0.0,58.0
yanyan8d,1,0.0,26.0,25.0,43.0,2.0,0.0,5.0,3.0,45.0,0.0,22.0,0.0,0.0,1.0,0.0,4.0,2.0,13.0,2.0,13.0
saulo10179,1,3.0,0.0,1.0,17.0,70.0,0.0,41.0,24.0,0.0,0.0,0.0,24.0,0.0,16.0,33.0,0.0,0.0,0.0,6.0,0.0
kasparov9400,1,21.0,26.0,0.0,55.0,0.0,62.0,0.0,0.0,32.0,28.0,26.0,12.0,0.0,32.0,125.0,0.0,42.0,32.0,12.0,12.0
formerconformer,0,28.0,72.0,18.0,10.0,212.0,0.0,34.0,129.0,500.0,0.0,7.0,0.0,48.0,95.0,3.0,17.0,66.0,63.0,0.0,11.0
coronaherrera,1,9.0,0.0,18.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,0.0,7.0,1.0,2.0,15.0,0.0,27.0,22.0,37.0
decentish,0,46.0,0.0,179.0,190.0,0.0,63.0,87.0,48.0,0.0,139.0,0.0,175.0,120.0,236.0,77.0,14.0,114.0,43.0,230.0,40.0
granna,1,0.0,0.0,0.0,5.0,9.0,44.0,15.0,120.0,54.0,17.0,0.0,42.0,75.0,12.0,0.0,18.0,0.0,47.0,36.0,0.0
yopi_khan,1,13.0,37.0,51.0,26.0,0.0,39.0,207.0,66.0,163.0,71.0,8.0,92.0,58.0,60.0,48.0,78.0,14.0,20.0,46.0,17.0
mms1970,1,21.0,4.0,36.0,4.0,27.0,39.0,31.0,25.0,0.0,13.0,78.0,0.0,227.0,310.0,7.0,0.0,11.0,0.0,500.0,500.0
anax_makis,0,62.0,0.0,44.0,149.0,29.0,0.0,2.0,36.0,0.0,21.0,0.0,20.0,73.0,289.0,14.0,27.0,0.0,108.0,160.0,500.0
ctatka_ok,1,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,41.0,0.0,65.0,41.0,0.0,0.0,72.0,55.0,0.0
hadesbboy,1,23.0,0.0,19.0,0.0,20.0,0.0,36.0,8.0,2.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,5.0,20.0,5.0
bagus3,0,1.0,15.0,0.0,0.0,2.0,3.0,36.0,303.0,0.0,0.0,0.0,60.0,19.0,10.0,14.0,0.0,9.0,5.0,29.0,14.0
katerini20,1,2.0,7.0,0.0,11.0,63.0,160.0,0.0,58.0,72.0,19.0,61.0,63.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,241.0
simex93,1,11.0,15.0,6.0,8.0,38.0,0.0,35.0,7.0,27.0,23.0,12.0,0.0,7.0,26.0,0.0,0.0,0.0,35.0,0.0,7.0
chess_advicer,1,57.0,131.0,27.0,500.0,15.0,19.0,139.0,57.0,1.0,3.0,36.0,17.0,63.0,49.0,70.0,62.0,47.0,0.0,7.0,87.0
juanma206,0,0.0,0.0,64.0,113.0,0.0,0.0,105.0,29.0,0.0,19.0,0.0,0.0,250.0,0.0,0.0,0.0,43.0,0.0,76.0,0.0
natirem93,1,0.0,17.0,0.0,3.0,48.0,19.0,0.0,0.0,2.0,9.0,0.0,8.0,0.0,2.0,0.0,11.0,20.0,0.0,55.0,5.0
sacrificioderey,1,0.0,61.0,56.0,0.0,17.0,0.0,0.0,4.0,88.0,29.0,30.0,0.0,0.0,16.0,147.0,0.0,20.0,18.0,156.0,0.0
dragonite156,1,30.0,0.0,17.0,0.0,0.0,0.0,50.0,0.0,2.0,41.0,11.0,18.0,30.0,59.0,17.0,122.0,52.0,4.0,8.0,0.0
a_teryushkov,0,9.0,7.0,0.0,11.0,24.0,214.0,0.0,0.0,227.0,0.0,115.0,0.0,0.0,14.0,133.0,500.0,92.0,27.0,0.0,0.0
zringsalah,1,0.0,42.0,123.0,0.0,94.0,54.0,500.0,370.0,27.0,25.0,0.0,0.0,0.0,2.0,82.0,1.0,0.0,0.0,39.0,0.0
espartano4t,0,1.0,54.0,29.0,119.0,10.0,102.0,0.0,6.0,0.0,244.0,67.0,276.0,22.0,19.0,281.0,2.0,100.0,0.0,0.0,17.0
fars9909,0,29.0,0.0,43.0,0.0,2.0,288.0,162.0,18.0,82.0,10.0,45.0,66.0,62.0,35.0,36.0,0.0,37.0,77.0,12.0,31.0
loblique,0,30.0,4.0,54.0,4.0,0.0,7.0,44.0,104.0,8.0,3.0,108.0,4.0,55.0,0.0,137.0,68.0,7.0,131.0,119.0,26.0
ukitop,0,93.0,75.0,108.0,0.0,15.0,341.0,4.0,268.0,160.0,438.0,73.0,31.0,82.0,7.0,0.0,500.0,10.0,0.0,28.0,28.0
wick-202,1,19.0,5.0,2.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,27.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
mikj009,1,44.0,155.0,8.0,0.0,0.0,23.0,106.0,0.0,11.0,39.0,3.0,5.0,10.0,69.0,0.0,47.0,39.0,2.0,25.0,42.0
